Certificate,Ukrainian,Math,History,Geography,English,OtherForeignLang,Physics,Biology,Chemistry,UniverSpec
11.41,200,167,200,0,180,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.76,200,192,200,0,177,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.2,200,170,200,0,187,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.63,200,181,200,0,188,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.81,200,185,200,0,188,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.31,200,168,200,0,198,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.79,200,190,200,0,176,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.38,200,197,200,0,170,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.59,200,192,200,0,160,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.04,200,197,200,0,182,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.44,200,187,200,0,173,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.72,200,194,200,0,170,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.92,200,191,200,0,172,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.75,200,183,200,0,196,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.09,200,196,200,0,172,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
11.75,200,160,200,0,185,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.01,200,196,200,0,176,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.62,200,175,200,0,169,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.1,200,191,200,0,160,0,0,0,0,Київський національний університет імені Тараса Шевченка 029 Інформаційна. бібліотечна та архівна справа
10.33,200,0,200,164,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.94,200,0,200,190,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.66,200,0,200,197,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.83,200,0,200,200,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.44,200,0,200,180,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.9,200,0,200,183,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.39,200,0,200,162,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.87,200,0,200,181,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.58,200,0,200,165,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.91,200,0,200,171,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.75,200,0,200,178,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.86,200,0,200,179,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.37,200,0,200,170,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.64,200,0,200,172,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.44,200,0,200,183,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.35,200,0,200,167,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.62,200,0,200,167,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.13,200,0,200,193,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.3,200,0,200,195,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.49,200,0,200,166,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.65,200,0,200,167,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.25,200,0,200,190,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.82,200,0,200,186,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.87,200,0,200,178,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
10.14,200,0,200,187,0,0,0,0,0,Київський національний університет імені Тараса Шевченка 032 Історія та археологія
11.01,192,190,180,0,200,199,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.73,167,161,200,0,198,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.83,174,179,174,0,200,198,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.06,170,167,193,0,198,199,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.3,161,165,196,0,198,198,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.74,180,176,174,0,199,198,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.95,176,159,170,0,200,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.64,171,164,188,0,199,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.32,182,159,196,0,199,198,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.15,190,167,194,0,200,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.61,175,183,159,0,198,198,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.94,187,185,196,0,198,199,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.24,168,180,181,0,200,199,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.64,194,187,181,0,198,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.9,189,175,195,0,198,198,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11,175,195,159,0,198,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.11,172,176,159,0,199,199,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.59,195,167,159,0,199,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.87,198,186,191,0,199,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.37,200,193,167,0,200,199,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.65,172,190,170,0,200,198,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.53,198,183,189,0,200,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.24,166,199,189,0,199,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.62,192,189,194,0,199,198,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
11.9,180,160,190,0,200,200,0,0,0,Київський національний університет імені Тараса Шевченка 293 Міжнародне право
10.48,174,195,0,0,0,0,191,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.09,191,194,0,0,0,0,196,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.06,154,189,0,0,0,0,197,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.61,199,191,0,0,0,0,199,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.74,179,194,0,0,0,0,193,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.33,186,190,0,0,0,0,191,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.04,173,200,0,0,0,0,189,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.31,155,199,0,0,0,0,196,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.47,164,190,0,0,0,0,192,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.17,162,189,0,0,0,0,191,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.97,172,193,0,0,0,0,188,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.7,171,192,0,0,0,0,195,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.59,181,197,0,0,0,0,190,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.87,200,198,0,0,0,0,190,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.55,191,190,0,0,0,0,189,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.37,157,188,0,0,0,0,196,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.21,183,189,0,0,0,0,193,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.25,200,194,0,0,0,0,188,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.95,160,193,0,0,0,0,195,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.88,185,200,0,0,0,0,193,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.46,185,193,0,0,0,0,199,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
12,168,194,0,0,0,0,199,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.9,167,189,0,0,0,0,197,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.35,191,199,0,0,0,0,198,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.9,197,190,0,0,0,0,189,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.29,166,196,0,0,0,0,197,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.35,162,193,0,0,0,0,189,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.75,171,189,0,0,0,0,200,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.99,169,195,0,0,0,0,194,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.69,178,189,0,0,0,0,199,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.32,184,197,0,0,0,0,189,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.26,179,188,0,0,0,0,188,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.27,197,198,0,0,0,0,195,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.5,173,198,0,0,0,0,197,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.65,167,200,0,0,0,0,190,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.88,155,188,0,0,0,0,196,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.8,192,191,0,0,0,0,189,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.95,193,195,0,0,0,0,196,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.85,180,195,0,0,0,0,188,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.2,185,192,0,0,0,0,194,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.45,163,197,0,0,0,0,191,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.58,190,196,0,0,0,0,196,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.79,162,198,0,0,0,0,197,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.69,152,189,0,0,0,0,192,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.4,153,192,0,0,0,0,199,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
10.11,194,195,0,0,0,0,192,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.39,187,189,0,0,0,0,188,0,0,Київський політехнічний інститут імені Ігоря Сікорського 134 Авіаційна та ракетно-космічна техніка
11.72,190,198,0,0,174,156,158,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.33,177,192,0,0,186,193,160,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.17,164,191,0,0,194,192,182,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.75,166,188,0,0,163,194,162,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.64,181,196,0,0,188,152,178,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.33,158,190,0,0,153,160,159,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.48,198,195,0,0,190,176,178,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.61,197,191,0,0,176,183,192,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.36,156,190,0,0,173,158,168,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.52,157,199,0,0,161,172,161,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.56,184,194,0,0,181,197,186,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.78,199,189,0,0,160,179,176,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.85,183,191,0,0,152,195,165,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.35,200,197,0,0,169,161,186,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.15,173,199,0,0,191,180,196,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.91,184,192,0,0,168,200,177,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.06,172,195,0,0,189,157,175,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.26,166,191,0,0,199,156,181,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.52,197,194,0,0,173,172,168,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.17,162,195,0,0,168,171,156,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
11.69,162,192,0,0,194,157,175,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.55,180,195,0,0,187,185,168,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.69,154,191,0,0,173,198,200,0,0,Київський політехнічний інститут імені Ігоря Сікорського 151 Автоматизація та комп’ютерно-інтегровані технології 
10.04,183,189,0,162,0,0,196,0,155,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.52,187,197,0,163,0,0,195,0,164,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.36,166,200,0,167,0,0,192,0,165,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.18,189,197,0,180,0,0,195,0,158,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.15,154,196,0,188,0,0,195,0,199,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.33,170,188,0,180,0,0,199,0,157,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.34,185,194,0,152,0,0,191,0,167,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.59,172,188,0,163,0,0,189,0,156,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.6,181,196,0,184,0,0,196,0,161,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.4,162,191,0,176,0,0,191,0,161,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.38,193,200,0,163,0,0,189,0,182,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.23,160,199,0,182,0,0,194,0,154,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.37,173,199,0,167,0,0,191,0,186,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.04,168,193,0,191,0,0,198,0,163,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.78,183,191,0,152,0,0,200,0,183,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.17,164,200,0,174,0,0,190,0,194,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.14,200,188,0,168,0,0,189,0,163,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.25,160,191,0,177,0,0,190,0,184,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.05,182,188,0,170,0,0,188,0,166,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.46,155,192,0,185,0,0,198,0,174,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.52,190,195,0,174,0,0,191,0,184,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.71,169,192,0,163,0,0,197,0,194,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.97,196,198,0,155,0,0,193,0,183,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.5,166,194,0,174,0,0,200,0,176,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.61,172,196,0,177,0,0,190,0,164,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.57,198,196,0,182,0,0,194,0,168,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.34,154,200,0,158,0,0,200,0,183,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.22,155,193,0,178,0,0,200,0,191,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.83,188,192,0,200,0,0,200,0,193,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.55,165,195,0,161,0,0,193,0,200,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.58,180,190,0,160,0,0,198,0,182,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.36,186,197,0,152,0,0,195,0,200,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.08,153,197,0,185,0,0,192,0,173,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.25,171,190,0,172,0,0,197,0,184,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.45,185,193,0,172,0,0,195,0,174,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.02,152,194,0,184,0,0,196,0,178,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
10.93,179,191,0,188,0,0,197,0,164,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.72,163,189,0,177,0,0,192,0,166,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.86,167,199,0,173,0,0,192,0,188,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.09,169,196,0,163,0,0,188,0,158,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.82,179,199,0,169,0,0,199,0,176,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.4,198,193,0,198,0,0,191,0,167,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.67,155,200,0,187,0,0,198,0,152,Київський політехнічний інститут імені Ігоря Сікорського 143 Атомна енергетика
11.33,183,163,0,0,0,0,161,191,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.71,200,194,0,0,0,0,200,194,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.68,168,199,0,0,0,0,168,199,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.81,174,157,0,0,0,0,192,196,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.81,174,187,0,0,0,0,191,193,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.1,170,190,0,0,0,0,154,190,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.4,194,156,0,0,0,0,181,200,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.29,158,185,0,0,0,0,155,199,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.33,161,174,0,0,0,0,165,196,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.17,161,178,0,0,0,0,166,194,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.58,180,165,0,0,0,0,154,192,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.7,155,171,0,0,0,0,182,191,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.91,190,199,0,0,0,0,183,188,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.29,188,179,0,0,0,0,192,198,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.56,191,166,0,0,0,0,165,190,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.92,185,167,0,0,0,0,155,197,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.58,180,186,0,0,0,0,176,200,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.23,172,165,0,0,0,0,175,197,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.81,159,177,0,0,0,0,165,188,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.9,166,160,0,0,0,0,198,194,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.98,168,157,0,0,0,0,185,200,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.37,172,182,0,0,0,0,189,197,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.89,173,164,0,0,0,0,154,192,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.22,191,196,0,0,0,0,173,190,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.5,196,185,0,0,0,0,183,196,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.18,193,186,0,0,0,0,186,197,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
11.98,175,190,0,0,0,0,175,197,0,Київський політехнічний інститут імені Ігоря Сікорського 162 Біотехнології та біоінженерія
10.33,155,178,0,197,0,0,159,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
11.42,169,169,0,192,0,0,164,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
11.64,185,166,0,188,0,0,194,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
11.53,168,173,0,188,0,0,189,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.55,164,173,0,199,0,0,197,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.11,199,156,0,197,0,0,190,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.32,193,153,0,192,0,0,179,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.32,190,182,0,193,0,0,195,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
11.13,189,171,0,196,0,0,168,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.34,156,160,0,190,0,0,165,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
11.41,197,174,0,199,0,0,168,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.03,200,188,0,188,0,0,169,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.4,185,163,0,190,0,0,198,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
11.08,161,153,0,197,0,0,192,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
11.6,155,165,0,189,0,0,169,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.21,163,199,0,190,0,0,170,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
10.96,179,158,0,192,0,0,180,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
11.24,184,154,0,190,0,0,172,0,0,Київський політехнічний інститут імені Ігоря Сікорського 184 Гірництво
